"n","p","q","tau","B","shapes.1","shapes.2","shapes.3","shapes.4","shapes.5","scales.1","scales.2","scales.3","scales.4","scales.5","shapes.lower.1","shapes.lower.2","shapes.lower.3","shapes.lower.4","shapes.lower.5","shapes.upper.1","shapes.upper.2","shapes.upper.3","shapes.upper.4","shapes.upper.5","scales.lower.1","scales.lower.2","scales.lower.3","scales.lower.4","scales.lower.5","scales.upper.1","scales.upper.2","scales.upper.3","scales.upper.4","scales.upper.5"
90,0.215,0.25,82.2340959484096,1000,1.48924574393545,1.51835651527109,0.88274101627984,1.93675191272417,0.994526145128832,597.583332597193,393.724692875586,1306.55057930903,313.732046176993,1255.27207777032,0.754767945031534,0.600231101328521,0.398103953903344,1.09296703932584,0.606309524267437,5.92494179471957,4.31100144069213,3.45913310114063,6.54410617930129,4.435092857031,149.515108729428,133.027641103088,162.378033482068,135.62428536317,210.812339746693,2336.16101603084,8789.13651739192,138633.235415862,1514.58076411711,10794.6576473306
90,0.215,0.25,82.2340959484096,1000,3.88105660296476,1.31595216465816,1.30156387383392,1.39766653514219,0.698154346481645,2049.14466648772,1541.28424339548,350.106276231949,1359.82996318233,2619.71533340437,1.22253708378814,0.320886044164092,0.880305688148977,0.796083997763709,0.331984886887106,3.99008058050114,7.41820544740377,1.96920253790018,10.7150210814403,6.11754481045598,273.839182987398,298.657068613166,191.024265803191,346.177642569643,139.228028457396,2061.91589378035,20007.6394366201,1083.59722644556,6043.3681042671,10196795.35921
90,0.215,0.25,82.2340959484096,1000,2.48313564869871,1.17486197382009,1.47770431061244,1.38514809145604,1.28330678499818,249.598066318123,842.508123316222,598.477417564823,866.332636271173,673.441001733005,1.45912046327504,0.871593981341783,0.860063517303479,0.892682524702912,0.901381153528683,26.4535609801328,4.80447289204572,5.51956206235698,4.91077185762329,4.41371383069147,91.9258519573219,279.333273971799,166.116849524302,239.528302659985,293.503092465482,827.907223690177,3616.46112471675,4016.85035347277,2555.52207418488,2540.7364308091
90,0.215,0.25,82.2340959484096,1000,1.99821166446212,1.14554269403317,0.672002309212481,3.55347062843619,3.53295651592932,336.525736893868,442.314671948727,1470.81633487939,1631.45537366587,225.586024007589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.215,0.25,82.2340959484096,1000,1.83157784596241,0.727158485625209,1.39061672634927,7.09805481430129,1.38758326777532,595.447956300257,8154.08199078859,632.34187299028,3615.85784428746,468.54534392797,1.37592656666404,0.397040367797623,0.565769969629472,7.09805365522607,0.686212231204285,9.03540829348131,2.91324136929204,4.89493618585993,7.09805365522607,5.51154383010601,217.632836387067,239.248378520457,160.373211235359,3615.85783179598,152.572623655908,1595.76602999945,213765.340477399,16011.199597054,3615.85783179598,11417.2583788256
90,0.215,0.25,82.2340959484096,1000,1.19136433245479,1.39252602074594,2.29235552369367,1.60256816548394,1.89418902534673,590.836607739869,636.392619971805,213.282308426492,415.148389543,602.354010127075,0.782187002805274,0.696789862013963,1.37480158136045,0.695089453971066,0.877579265605307,1.72358383342102,19.6061250722985,7.67838339667077,3.06189494749223,5.57545963900451,280.800226636175,93.4409559472976,113.230604166327,188.269822815011,247.091786514146,3190.83266275945,6979.98774356776,568.654041059008,8369.968029893,2102.12505470701
90,0.215,0.25,82.2340959484096,1000,1.59414186537508,2.44116985530822,1.62796099596052,1.51212602110534,0.993036333019287,744.823059181828,203.188905370845,462.590836839656,357.684428227533,802.428035139997,0.814570391145477,0.930418018133499,1.1199136142645,0.82601405885641,0.708886579210384,7.15881970528539,15.0412668507792,6.03330806085068,4.09384293626055,3.3722133754374,94.2128605601037,94.5557297641786,194.166446528709,159.112639518577,293.435726221031,2006.69109805998,857.5298623828,1231.25351221978,1888.2251725507,3248.7835143346
90,0.215,0.25,82.2340959484096,1000,1.28877411017375,1.24880060540841,3.58882560597977,1.12186658972672,1.23521537453149,1074.15682579388,843.421314882258,183.586139788952,1187.00537501054,481.673026636009,0.482023861439319,0.723037609420388,1.66854051831351,0.675120967010463,0.658969130424327,9.3120646221569,5.49289585395653,10.3537524569656,4.64362243320554,9.13013590127037,120.049421030124,157.646970002161,108.110031989499,151.207247312158,110.03660381604,10037.168334762,6022.32100023683,548.814708516467,7875.99783042361,6354.77347082036
90,0.215,0.25,82.2340959484096,1000,5.8413861440678,0.732583915046654,1.44370786727435,1.20044309123834,1.01240397080925,2585.1262961014,5010.07391991311,300.136042068301,446.501974446185,2726.40297306963,5.83226852049009,0.518798284637503,0.903541727735886,0.783729732529914,0.597483176733039,5.83226852049009,2.49244481393706,2.21879368174467,3.17703985854309,3.6519169648577,2583.95308149688,872.065290686876,169.144469108312,150.93965708045,192.790421900018,2583.95308149688,23235.6057369698,892.450172514595,2059.68554889816,12400.4585895239
90,0.215,0.25,82.2340959484096,1000,5.15088638732035,1.03821809887155,1.23133374235481,1.74721189638047,0.735645025393808,3111.23460215089,1271.42052490177,483.783903419467,547.298613058465,4136.55560349654,5.05086388150566,0.574160106859288,0.456166504511068,0.911121054224154,0.506533821746862,5.15434467418602,5.66754635464617,5.01961144288762,10.2208878139491,3.6621921955826,3095.90058244902,145.132221619498,120.360242354982,118.319845485655,231.003784245625,3111.96110473999,24301.6410136847,21154.6062214749,5017.19750507484,93649.1005626938
