"n","p","q","tau","B","shapes.1","shapes.2","shapes.3","shapes.4","shapes.5","scales.1","scales.2","scales.3","scales.4","scales.5","shapes.lower.1","shapes.lower.2","shapes.lower.3","shapes.lower.4","shapes.lower.5","shapes.upper.1","shapes.upper.2","shapes.upper.3","shapes.upper.4","shapes.upper.5","scales.lower.1","scales.lower.2","scales.lower.3","scales.lower.4","scales.lower.5","scales.upper.1","scales.upper.2","scales.upper.3","scales.upper.4","scales.upper.5"
90,0.215,0.6,219.279646510313,1000,0.899226643811274,1.03214064574496,1.40387226170883,1.59977519309323,0.741446369173418,3733.79427523174,1287.9390647575,578.570278534476,457.446786013083,5412.20395762566,0.488434417124795,0.65124565071721,1.11525210610407,0.946136807064445,0.330734773703389,5.27983517927531,3.224766430719,1.86901112000349,2.38766269634012,2.95761705316805,617.796038515876,460.526815890281,342.304857266917,314.061432351491,854.166903317117,478020.403175417,16507.4426125446,1165.28155440974,1143.34906108528,19003544.5863869
90,0.215,0.6,219.279646510313,1000,1.18611242763481,0.797830811722718,0.748720158709609,2.1205696639633,0.963677041319776,756.443205014031,1889.68768629046,2743.31440589414,434.453280912103,1838.72791995379,0.719408861144969,0.341941524033262,0.349163098989494,1.27513896759652,0.388381441393629,2.13971888155398,2.74350957086268,1.61699356034225,6.60503987826969,4.05313929479068,393.80829520686,460.905619921195,707.37690407379,287.934082992606,435.602355946816,3552.60257221938,445809.275237191,1848473.46169587,1063.67509857037,144744.33463435
90,0.215,0.6,219.279646510313,1000,3.39470609844394,1.96940058158326,0.816217703746474,0.885152107244507,1.46691282688758,479.805026173002,511.557152279254,1019.42907205409,929.573637915298,1255.29723164444,1.20146052210022,1.00133994833818,0.47224520233813,0.612142495880212,0.453888596475669,9.01917497659137,5.26725314577944,1.42311447280002,1.41803862518014,15.5939279649816,308.177934546173,304.158871023525,471.108551424873,449.985320503162,251.196301151992,2189.35906417251,1736.42614881507,10331.7393195328,4743.24425222237,38606.2384359351
90,0.215,0.7125,284.487546136996,1000,1.30535612464235,1.56288037184216,0.955170646917394,1.44079156763157,1.27041821238162,842.244717115244,824.470469063627,866.145484299861,712.130037424158,899.793672298043,0.591897319739661,0.876240907278227,0.647732602779435,1.0503925781248,0.586821279037547,2.80367741654913,2.74282071917222,1.73223544152713,1.990816798488,3.26579463072086,438.545483778673,441.232609983095,432.599024736745,459.534392904978,401.158102596894,10716.0337652898,2758.27497751757,3516.56530597174,1683.8007873482,10142.1594195828
90,0.215,0.7125,284.487546136996,1000,2.23888159554237,2.17620998024926,0.782031804620146,1.8763194606665,0.983632760744075,497.754492603937,894.65087245129,2922.74688238562,583.30104887109,1079.52051955397,1.43888007088519,0.445590662538058,0.30585817009727,0.928052365925792,0.653545877344909,4.09551387007367,6.57608804443769,1.83923537165228,3.33688407003166,1.40233271780246,366.683127472742,511.353727675904,676.665539955712,403.979134531248,581.419351633946,1039.18514889899,16578.3770045337,1427230.01603207,2683.25332087075,4443.08867126388
90,0.215,0.7125,284.487546136996,1000,1.76599756781482,0.967582024412255,0.753717640132039,1.54248151441162,1.02530906078452,604.830893219494,1985.63971399266,2668.08392833691,606.912053153233,976.472192068353,1.23849761204975,0.583797730603118,0.239968202240447,0.908046095772015,0.723384369305585,2.88210068772425,3.7817967325481,1.89873152372221,3.50134271878806,1.38645321231317,410.949782975872,638.687263518275,530.121138146657,382.950939307738,532.208458367206,4691.99350380097,45241.5722457295,12955629.0526146,2183.92605369088,3932.11327411436
90,0.215,0.9,477.929441292003,1000,1.06288742931218,0.906382396855746,1.99582110255744,1.0374304826541,1.2805554497495,1298.91420354094,1070.5645533422,569.548503520648,1198.88012546099,740.231593845119,0.590914118091914,0.582606657773647,0.881128738081795,0.512536705144766,0.752740878893354,2.62188276830086,1.60439806531453,3.20945869618716,2.11437045361246,2.4525031656338,576.01567909917,551.827532052287,420.51364559142,590.356541283114,480.919266113745,12236.2221164015,4849.23817080294,1185.5782969823,15735.1227721894,1756.39463769103
90,0.215,0.9,477.929441292003,1000,1.1377360007108,1.15058401027255,1.00969837816791,0.874865470416346,1.24346239763079,1133.31853235106,982.371313249192,1142.95425661133,1660.24278520185,705.47512715782,0.828680748742497,0.725328461714044,0.646848237830085,0.658257453075987,0.966674962452764,2.17747682332937,2.21030799290901,1.7740997462236,1.45902751971908,1.66459025320022,616.159646181001,546.250655640069,621.793496131745,721.893834291786,464.711605534566,3698.10553579851,3937.5386141218,5125.88868822341,7389.05271212114,1469.58760040816
90,0.215,0.9,477.929441292003,1000,1.4022597554548,0.806279537534581,1.46809186123772,1.71685592647577,0.957301095968102,726.717315943623,1550.12605147339,620.481186626419,708.484425234152,1364.33887100384,0.733486538362069,0.417051221251851,0.834915686837822,0.647804048629616,0.613008702577401,2.70829556197759,2.27835085082816,2.14388392822998,4.23346170402769,2.52296100434661,478.307362656865,578.556609606237,435.551031059848,481.212766704115,585.923056451914,2128.9042559291,114248.081459342,1406.97927085931,6524.58180176936,7547.63955304005
90,0.215,1,Inf,1000,1.42372550857184,0.833157925912413,0.79875955223203,1.09407859404013,1.14793995785143,862.562519712656,1976.56637723069,2168.8514675881,896.26932095789,835.204783515552,0.966545634967385,0.314662546487698,0.469503472535341,0.53153950157228,0.650933217250652,2.35826136137918,1.79235067299165,1.60917335705515,1.68971426063606,1.87942321107901,590.347306135465,785.667297799593,868.836969137193,533.346484617095,516.259761076242,1846.02752716711,87137.7863631178,45223.3260076172,4549.95217580939,2256.09793294902
